Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
1,1673574547122,13/01/2023 01:49:07,1673574549215,-6,12/01/2023 19:49:09,92237,23,task-gkan,,26357388,BLIND,7780655,,complete,,63c0b820b5317527898f7a51,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x746,,Audio Check,10,Block 5-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1673574556252,13/01/2023 01:49:16,1673574558379,-6,12/01/2023 19:49:18,92237,23,task-gkan,,26357388,BLIND,7780655,,complete,,63c0b820b5317527898f7a51,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x746,,Audio Check,10,Block 5-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9123.39999999851,,,,,0,1,0,,,,,,Instructions,
3,1673574558172,13/01/2023 01:49:18,1673574560311,-6,12/01/2023 19:49:20,92237,23,task-gkan,,26357388,BLIND,7780655,,complete,,63c0b820b5317527898f7a51,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x746,,Audio Check,10,Block 5-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1919.8000000044703,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1673574559849,13/01/2023 01:49:19,1673574561996,-6,12/01/2023 19:49:21,92237,23,task-gkan,,26357388,BLIND,7780655,,complete,,63c0b820b5317527898f7a51,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x746,,Audio Check,10,Block 5-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3603.3000000044703,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1673574561295,13/01/2023 01:49:21,1673574563427,-6,12/01/2023 19:49:23,92237,23,task-gkan,,26357388,BLIND,7780655,,complete,,63c0b820b5317527898f7a51,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x746,,Audio Check,10,Block 5-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1423.5,,,,,0,1,0,,,,,,Audio Check,cura
6,1673574561435,13/01/2023 01:49:21,1673574563430,-6,12/01/2023 19:49:23,92237,23,task-gkan,,26357388,BLIND,7780655,,complete,,63c0b820b5317527898f7a51,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x746,,Audio Check,10,Block 5-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,14215,,,,,0,1,0,,,,,,,
1,1673575913384,13/01/2023 02:11:53,1673575913212,-5,12/01/2023 21:11:53,92237,23,task-gkan,,26357539,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1673575936794,13/01/2023 02:12:16,1673575936662,-5,12/01/2023 21:12:16,92237,23,task-gkan,,26357539,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,23416.300000000745,,,,,0,1,0,,,,,,Instructions,
3,1673575938843,13/01/2023 02:12:18,1673575938717,-5,12/01/2023 21:12:18,92237,23,task-gkan,,26357539,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2048.699999999255,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1673575940095,13/01/2023 02:12:20,1673575939969,-5,12/01/2023 21:12:19,92237,23,task-gkan,,26357539,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3301.300000000745,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1673575941007,13/01/2023 02:12:21,1673575940895,-5,12/01/2023 21:12:20,92237,23,task-gkan,,26357539,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4226.699999999255,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1673575942596,13/01/2023 02:12:22,1673575942483,-5,12/01/2023 21:12:22,92237,23,task-gkan,,26357539,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5814.60000000149,,,cura,1,1,0,0,,,,,,Audio Check,cura
7,1673575944540,13/01/2023 02:12:24,1673575944422,-5,12/01/2023 21:12:24,92237,23,task-gkan,,26357539,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1933.800000000745,,,,,0,1,0,,,,,,Audio Check,cura
8,1673575944683,13/01/2023 02:12:24,1673575944424,-5,12/01/2023 21:12:24,92237,23,task-gkan,,26357539,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,31212,,,,,0,1,0,,,,,,,
1,1673578978618,13/01/2023 03:02:58,1673578978657,-6,12/01/2023 21:02:58,92237,23,task-gkan,,26357772,BLIND,7780732,,complete,,63c0c98df8f43f8425295c9d,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x760,,Audio Check,10,Block 6-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1673579004535,13/01/2023 03:03:24,1673579004644,-6,12/01/2023 21:03:24,92237,23,task-gkan,,26357772,BLIND,7780732,,complete,,63c0c98df8f43f8425295c9d,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x760,,Audio Check,10,Block 6-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,25783.700000047684,,,,,0,1,0,,,,,,Instructions,
3,1673579007123,13/01/2023 03:03:27,1673579007233,-6,12/01/2023 21:03:27,92237,23,task-gkan,,26357772,BLIND,7780732,,complete,,63c0c98df8f43f8425295c9d,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x760,,Audio Check,10,Block 6-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2564.699999809265,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1673579009605,13/01/2023 03:03:29,1673579009737,-6,12/01/2023 21:03:29,92237,23,task-gkan,,26357772,BLIND,7780732,,complete,,63c0c98df8f43f8425295c9d,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x760,,Audio Check,10,Block 6-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5067.799999952316,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1673579011525,13/01/2023 03:03:31,1673579011642,-6,12/01/2023 21:03:31,92237,23,task-gkan,,26357772,BLIND,7780732,,complete,,63c0c98df8f43f8425295c9d,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x760,,Audio Check,10,Block 6-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1887.2000000476837,,,,,0,1,0,,,,,,Audio Check,cura
6,1673579011746,13/01/2023 03:03:31,1673579011647,-6,12/01/2023 21:03:31,92237,23,task-gkan,,26357772,BLIND,7780732,,complete,,63c0c98df8f43f8425295c9d,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x760,,Audio Check,10,Block 6-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,32990,,,,,0,1,0,,,,,,,
1,1673579034507,13/01/2023 03:03:54,1673579034368,-5,12/01/2023 22:03:54,92237,23,task-gkan,,26357781,BLIND,7780733,,complete,,63c0c9d3c635015d5fa66dcb,computer,Desktop or Laptop,Mac OS 10.15,Firefox 108.0,1440x900,1381x828,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1673579035982,13/01/2023 03:03:55,1673579035873,-5,12/01/2023 22:03:55,92237,23,task-gkan,,26357781,BLIND,7780733,,complete,,63c0c9d3c635015d5fa66dcb,computer,Desktop or Laptop,Mac OS 10.15,Firefox 108.0,1440x900,1381x828,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,1482,,,,,0,1,0,,,,,,Instructions,
3,1673579038065,13/01/2023 03:03:58,1673579037939,-5,12/01/2023 22:03:57,92237,23,task-gkan,,26357781,BLIND,7780733,,complete,,63c0c9d3c635015d5fa66dcb,computer,Desktop or Laptop,Mac OS 10.15,Firefox 108.0,1440x900,1381x828,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2056,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1673579039545,13/01/2023 03:03:59,1673579039440,-5,12/01/2023 22:03:59,92237,23,task-gkan,,26357781,BLIND,7780733,,complete,,63c0c9d3c635015d5fa66dcb,computer,Desktop or Laptop,Mac OS 10.15,Firefox 108.0,1440x900,1381x828,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3556,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1673579040702,13/01/2023 03:04:00,1673579040621,-5,12/01/2023 22:04:00,92237,23,task-gkan,,26357781,BLIND,7780733,,complete,,63c0c9d3c635015d5fa66dcb,computer,Desktop or Laptop,Mac OS 10.15,Firefox 108.0,1440x900,1381x828,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1173,,,,,0,1,0,,,,,,Audio Check,cura
6,1673579040830,13/01/2023 03:04:00,1673579040623,-5,12/01/2023 22:04:00,92237,23,task-gkan,,26357781,BLIND,7780733,,complete,,63c0c9d3c635015d5fa66dcb,computer,Desktop or Laptop,Mac OS 10.15,Firefox 108.0,1440x900,1381x828,,Audio Check,10,Block 7-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,6255,,,,,0,1,0,,,,,,,
1,1673579692952,13/01/2023 03:14:52,1673579692849,-5,12/01/2023 22:14:52,92237,23,task-gkan,,26357815,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1673579703209,13/01/2023 03:15:03,1673579703118,-5,12/01/2023 22:15:03,92237,23,task-gkan,,26357815,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10223,,,,,0,1,0,,,,,,Instructions,
3,1673579706896,13/01/2023 03:15:06,1673579706817,-5,12/01/2023 22:15:06,92237,23,task-gkan,,26357815,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3682.2999999998137,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1673579708706,13/01/2023 03:15:08,1673579708643,-5,12/01/2023 22:15:08,92237,23,task-gkan,,26357815,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5508.199999999255,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1673579709933,13/01/2023 03:15:09,1673579709850,-5,12/01/2023 22:15:09,92237,23,task-gkan,,26357815,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6713.699999999255,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1673579711537,13/01/2023 03:15:11,1673579711464,-5,12/01/2023 22:15:11,92237,23,task-gkan,,26357815,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1603,,,,,0,1,0,,,,,,Audio Check,cura
7,1673579711682,13/01/2023 03:15:11,1673579711467,-5,12/01/2023 22:15:11,92237,23,task-gkan,,26357815,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,18618,,,,,0,1,0,,,,,,,
1,1673580893197,13/01/2023 03:34:53,1673580891900,-4,12/01/2023 23:34:51,92237,23,task-gkan,,26357890,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,880x396,799x306,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1673580905547,13/01/2023 03:35:05,1673580904149,-4,12/01/2023 23:35:04,92237,23,task-gkan,,26357890,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,880x396,799x306,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,12138,,,,,0,1,0,,,,,,Instructions,
3,1673580913202,13/01/2023 03:35:13,1673580911980,-4,12/01/2023 23:35:11,92237,23,task-gkan,,26357890,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,396x880,396x743,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,7790,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1673580915233,13/01/2023 03:35:15,1673580913975,-4,12/01/2023 23:35:13,92237,23,task-gkan,,26357890,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,396x880,396x743,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,9786,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1673580916782,13/01/2023 03:35:16,1673580915548,-4,12/01/2023 23:35:15,92237,23,task-gkan,,26357890,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,396x880,396x743,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,11356,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1673580919245,13/01/2023 03:35:19,1673580918015,-4,12/01/2023 23:35:18,92237,23,task-gkan,,26357890,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,396x880,396x743,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2442,,,,,0,1,0,,,,,,Audio Check,cura
7,1673580919480,13/01/2023 03:35:19,1673580918025,-4,12/01/2023 23:35:18,92237,23,task-gkan,,26357890,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,396x880,396x743,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,26124,,,,,0,1,0,,,,,,,
1,1673583027408,13/01/2023 04:10:27,1673583027167,-5,12/01/2023 23:10:27,92237,23,task-gkan,,26357970,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1673583064687,13/01/2023 04:11:04,1673583064500,-5,12/01/2023 23:11:04,92237,23,task-gkan,,26357970,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,37288.5,,,,,0,1,0,,,,,,Instructions,
3,1673583066412,13/01/2023 04:11:06,1673583066188,-5,12/01/2023 23:11:06,92237,23,task-gkan,,26357970,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1677.6000000005588,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1673583069247,13/01/2023 04:11:09,1673583069039,-5,12/01/2023 23:11:09,92237,23,task-gkan,,26357970,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4528.200000000186,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1673583070954,13/01/2023 04:11:10,1673583070771,-5,12/01/2023 23:11:10,92237,23,task-gkan,,26357970,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6259.700000000186,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1673583073350,13/01/2023 04:11:13,1673583073171,-5,12/01/2023 23:11:13,92237,23,task-gkan,,26357970,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2388.7999999998137,,,,,0,1,0,,,,,,Audio Check,cura
7,1673583073502,13/01/2023 04:11:13,1673583073174,-5,12/01/2023 23:11:13,92237,23,task-gkan,,26357970,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,46008,,,,,0,1,0,,,,,,,
1,1673583628056,13/01/2023 04:20:28,1673583627672,-6,12/01/2023 22:20:27,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,2560x1440,1619x1068,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1673583800397,13/01/2023 04:23:20,1673583799801,-6,12/01/2023 22:23:19,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,2560x1440,1619x1068,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,172099,,,,,0,1,0,,,,,,Instructions,
3,1673583801406,13/01/2023 04:23:21,1673583801231,-6,12/01/2023 22:23:21,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,2560x1440,1619x1068,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1421.000000000029,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1673584245808,13/01/2023 04:30:45,1673584245637,-6,12/01/2023 22:30:45,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,2560x1440,1673x1138,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
5,1673584248007,13/01/2023 04:30:48,1673584247817,-6,12/01/2023 22:30:47,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,2560x1440,1673x1138,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1681,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
6,1673584250517,13/01/2023 04:30:50,1673584250325,-6,12/01/2023 22:30:50,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,2560x1440,1673x1138,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4188,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
7,1673584251919,13/01/2023 04:30:51,1673584251739,-6,12/01/2023 22:30:51,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,2560x1440,1673x1138,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5602,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
8,1673584253221,13/01/2023 04:30:53,1673584253047,-6,12/01/2023 22:30:53,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,2560x1440,1673x1138,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6910,,,cura,1,1,0,0,,,,,,Audio Check,cura
9,1673584267261,13/01/2023 04:31:07,1673584267073,-6,12/01/2023 22:31:07,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,2560x1440,2560x1302,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,14018,,,,,0,1,0,,,,,,Audio Check,cura
10,1673584267411,13/01/2023 04:31:07,1673584267074,-6,12/01/2023 22:31:07,92237,23,task-gkan,,26358013,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,2560x1440,2560x1302,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,21437,,,,,0,1,0,,,,,,,
1,1673583763569,13/01/2023 04:22:43,1673583763472,-8,12/01/2023 20:22:43,92237,23,task-gkan,,26358018,BLIND,7780783,,complete,,63c0db039140ee2c972418bf,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1664x1110,1664x959,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1673583783856,13/01/2023 04:23:03,1673583783371,-8,12/01/2023 20:23:03,92237,23,task-gkan,,26358018,BLIND,7780783,,complete,,63c0db039140ee2c972418bf,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1664x1110,1664x959,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,19773.79999999702,,,,,0,1,0,,,,,,Instructions,
3,1673583786408,13/01/2023 04:23:06,1673583785983,-8,12/01/2023 20:23:05,92237,23,task-gkan,,26358018,BLIND,7780783,,complete,,63c0db039140ee2c972418bf,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1664x1110,1664x959,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2575.8999999910593,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
