Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Randomise questionnaire elements?,Question Key,Response
3,1673579597985,13/01/2023 03:13:17,1673579597742,-5,12/01/2023 22:13:17,92237,23,questionnaire-7e5k,,26357810,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Consent,6,Block 6-B,soundCheckPassed,No,END QUESTIONNAIRE,14872
1,1673580132143,13/01/2023 03:22:12,1673580132979,-5,12/01/2023 22:22:12,92237,23,questionnaire-7e5k,,26357845,BLIND,7780748,,complete,,63c0cc8608b63c601090e071,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,985x738,,Consent,6,Block 0-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673580214624,13/01/2023 03:23:34,1673580215508,-5,12/01/2023 22:23:35,92237,23,questionnaire-7e5k,,26357845,BLIND,7780748,,complete,,63c0cc8608b63c601090e071,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,809x615,,Consent,6,Block 0-B,soundCheckPassed,No,response-1,1
3,1673580214725,13/01/2023 03:23:34,1673580215509,-5,12/01/2023 22:23:35,92237,23,questionnaire-7e5k,,26357845,BLIND,7780748,,complete,,63c0cc8608b63c601090e071,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,809x615,,Consent,6,Block 0-B,soundCheckPassed,No,END QUESTIONNAIRE,82530
1,1673580738110,13/01/2023 03:32:18,1673580736846,-4,12/01/2023 23:32:16,92237,23,questionnaire-7e5k,,26357880,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,396x880,396x743,,Consent,6,Block 9-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673580763779,13/01/2023 03:32:43,1673580762517,-4,12/01/2023 23:32:42,92237,23,questionnaire-7e5k,,26357880,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,396x880,396x743,,Consent,6,Block 9-B,soundCheckPassed,No,response-1,1
3,1673580764012,13/01/2023 03:32:44,1673580762525,-4,12/01/2023 23:32:42,92237,23,questionnaire-7e5k,,26357880,BLIND,7780756,,complete,,63c0d0a24ec46554428f7ab0,mobile,undefined undefined,Android 11,Firefox 108.0,396x880,396x743,,Consent,6,Block 9-B,soundCheckPassed,No,END QUESTIONNAIRE,25679
1,1673583374958,13/01/2023 04:16:14,1673583374847,-8,12/01/2023 20:16:14,92237,23,questionnaire-7e5k,,26357995,BLIND,7780783,,complete,,63c0db039140ee2c972418bf,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1664x1110,1664x959,,Consent,6,Block 9-A,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673583386424,13/01/2023 04:16:26,1673583385955,-8,12/01/2023 20:16:25,92237,23,questionnaire-7e5k,,26357995,BLIND,7780783,,complete,,63c0db039140ee2c972418bf,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1664x1110,1647x959,,Consent,6,Block 9-A,soundCheckPassed,No,response-1,1
3,1673583386636,13/01/2023 04:16:26,1673583385959,-8,12/01/2023 20:16:25,92237,23,questionnaire-7e5k,,26357995,BLIND,7780783,,complete,,63c0db039140ee2c972418bf,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1664x1110,1647x959,,Consent,6,Block 9-A,soundCheckPassed,No,END QUESTIONNAIRE,11113
1,1673585721003,13/01/2023 04:55:21,1673585720424,-8,12/01/2023 20:55:20,92237,23,questionnaire-7e5k,,26358057,BLIND,7780804,,complete,,63c0e4248aa9460792a66da9,mobile,Samsung SM-F936U1,Android 12,Chrome 108.0.0.0,691x829,691x654,,Consent,6,Block 2-A,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673585724966,13/01/2023 04:55:24,1673585724443,-8,12/01/2023 20:55:24,92237,23,questionnaire-7e5k,,26358057,BLIND,7780804,,complete,,63c0e4248aa9460792a66da9,mobile,Samsung SM-F936U1,Android 12,Chrome 108.0.0.0,691x829,691x654,,Consent,6,Block 2-A,soundCheckPassed,No,response-1,1
3,1673585725162,13/01/2023 04:55:25,1673585724445,-8,12/01/2023 20:55:24,92237,23,questionnaire-7e5k,,26358057,BLIND,7780804,,complete,,63c0e4248aa9460792a66da9,mobile,Samsung SM-F936U1,Android 12,Chrome 108.0.0.0,691x829,691x654,,Consent,6,Block 2-A,soundCheckPassed,No,END QUESTIONNAIRE,4021
1,1673610227318,13/01/2023 11:43:47,1673610228802,-6,13/01/2023 05:43:48,92237,23,questionnaire-7e5k,,26360842,BLIND,7781704,,complete,,63c143e7c37b55cd1490e074,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1920x1080,1920x955,,Consent,6,Block 3-A,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673610233034,13/01/2023 11:43:53,1673610234570,-6,13/01/2023 05:43:54,92237,23,questionnaire-7e5k,,26360842,BLIND,7781704,,complete,,63c143e7c37b55cd1490e074,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1920x1080,1903x955,,Consent,6,Block 3-A,soundCheckPassed,No,response-1,1
3,1673610233203,13/01/2023 11:43:53,1673610234571,-6,13/01/2023 05:43:54,92237,23,questionnaire-7e5k,,26360842,BLIND,7781704,,complete,,63c143e7c37b55cd1490e074,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1920x1080,1903x955,,Consent,6,Block 3-A,soundCheckPassed,No,END QUESTIONNAIRE,5769
1,1673595280211,13/01/2023 07:34:40,1673595280068,-8,12/01/2023 23:34:40,92237,23,questionnaire-7e5k,,26358411,BLIND,7780908,,complete,,63c1097bdb5dfbeec90bb646,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.6.1,834x1194,1194x704,,Consent,6,Block 5-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673595459868,13/01/2023 07:37:39,1673595459210,-8,12/01/2023 23:37:39,92237,23,questionnaire-7e5k,,26358411,BLIND,7780908,,complete,,63c1097bdb5dfbeec90bb646,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.6.1,834x1194,1194x704,,Consent,6,Block 5-B,soundCheckPassed,No,response-1,1
3,1673595460075,13/01/2023 07:37:40,1673595459215,-8,12/01/2023 23:37:39,92237,23,questionnaire-7e5k,,26358411,BLIND,7780908,,complete,,63c1097bdb5dfbeec90bb646,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.6.1,834x1194,1194x704,,Consent,6,Block 5-B,soundCheckPassed,No,END QUESTIONNAIRE,179147
1,1673594848816,13/01/2023 07:27:28,1673594849072,-8,12/01/2023 23:27:29,92237,23,questionnaire-7e5k,,26358389,BLIND,7780900,,complete,,63c107c86bed24639f165891,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1504x1003,1504x884,,Consent,6,Block 2-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673594852966,13/01/2023 07:27:32,1673594853240,-8,12/01/2023 23:27:33,92237,23,questionnaire-7e5k,,26358389,BLIND,7780900,,complete,,63c107c86bed24639f165891,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1504x1003,1487x884,,Consent,6,Block 2-B,soundCheckPassed,No,response-1,1
3,1673594853186,13/01/2023 07:27:33,1673594853245,-8,12/01/2023 23:27:33,92237,23,questionnaire-7e5k,,26358389,BLIND,7780900,,complete,,63c107c86bed24639f165891,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1504x1003,1487x884,,Consent,6,Block 2-B,soundCheckPassed,No,END QUESTIONNAIRE,4173
1,1673589890679,13/01/2023 06:04:50,1673589890012,-8,12/01/2023 22:04:50,92237,23,questionnaire-7e5k,,26358183,BLIND,7780842,,complete,,63c0f42638671228dea597a4,mobile,Google Pixel 3a,Android 12,Chrome 108.0.0.0,393x808,393x676,,Consent,6,Block 8-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673589904871,13/01/2023 06:05:04,1673589904252,-8,12/01/2023 22:05:04,92237,23,questionnaire-7e5k,,26358183,BLIND,7780842,,complete,,63c0f42638671228dea597a4,mobile,Google Pixel 3a,Android 12,Chrome 108.0.0.0,393x808,393x676,,Consent,6,Block 8-B,soundCheckPassed,No,response-1,1
3,1673589905110,13/01/2023 06:05:05,1673589904255,-8,12/01/2023 22:05:04,92237,23,questionnaire-7e5k,,26358183,BLIND,7780842,,complete,,63c0f42638671228dea597a4,mobile,Google Pixel 3a,Android 12,Chrome 108.0.0.0,393x808,393x676,,Consent,6,Block 8-B,soundCheckPassed,No,END QUESTIONNAIRE,14243
1,1673589888167,13/01/2023 06:04:48,1673589889452,-8,12/01/2023 22:04:49,92237,23,questionnaire-7e5k,,26358182,BLIND,7780841,,complete,,63c0f46641259f6683237300,mobile,Samsung SM-G970U,Android 12,Chrome 108.0.0.0,412x869,412x672,,Consent,6,Block 1-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673589945840,13/01/2023 06:05:45,1673589947177,-8,12/01/2023 22:05:47,92237,23,questionnaire-7e5k,,26358182,BLIND,7780841,,complete,,63c0f46641259f6683237300,mobile,Samsung SM-G970U,Android 12,Chrome 108.0.0.0,412x869,412x672,,Consent,6,Block 1-B,soundCheckPassed,No,response-1,1
3,1673589946080,13/01/2023 06:05:46,1673589947180,-8,12/01/2023 22:05:47,92237,23,questionnaire-7e5k,,26358182,BLIND,7780841,,complete,,63c0f46641259f6683237300,mobile,Samsung SM-G970U,Android 12,Chrome 108.0.0.0,412x869,412x672,,Consent,6,Block 1-B,soundCheckPassed,No,END QUESTIONNAIRE,57728
1,1673583544038,13/01/2023 04:19:04,1673583543657,-6,12/01/2023 22:19:03,92237,23,questionnaire-7e5k,,26358007,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,2560x1440,1619x1068,,Consent,6,Block 0-A,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673583573840,13/01/2023 04:19:33,1673583573458,-6,12/01/2023 22:19:33,92237,23,questionnaire-7e5k,,26358007,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,2560x1440,1607x1068,,Consent,6,Block 0-A,soundCheckPassed,No,response-1,1
3,1673583574168,13/01/2023 04:19:34,1673583573461,-6,12/01/2023 22:19:33,92237,23,questionnaire-7e5k,,26358007,BLIND,7780787,,complete,,63c0db4d55c2571bcb241915,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,2560x1440,1607x1068,,Consent,6,Block 0-A,soundCheckPassed,No,END QUESTIONNAIRE,29804
1,1673582551673,13/01/2023 04:02:31,1673582551431,-5,12/01/2023 23:02:31,92237,23,questionnaire-7e5k,,26357950,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Consent,6,Block 8-A,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673582987974,13/01/2023 04:09:47,1673582987529,-5,12/01/2023 23:09:47,92237,23,questionnaire-7e5k,,26357950,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Consent,6,Block 8-A,soundCheckPassed,No,response-1,1
3,1673582988111,13/01/2023 04:09:48,1673582987531,-5,12/01/2023 23:09:47,92237,23,questionnaire-7e5k,,26357950,BLIND,7780776,,complete,,63c0d7cb6c7d534ab990638b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1152x763,,Consent,6,Block 8-A,soundCheckPassed,No,END QUESTIONNAIRE,436100
1,1673579767924,13/01/2023 03:16:07,1673579767813,-5,12/01/2023 22:16:07,92237,23,questionnaire-7e5k,,26357820,BLIND,7780744,,complete,,63c0ccbf146cead080ff9b56,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 107.0.0.0,1440x900,1352x743,,Consent,6,Block 3-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673579776712,13/01/2023 03:16:16,1673579776648,-5,12/01/2023 22:16:16,92237,23,questionnaire-7e5k,,26357820,BLIND,7780744,,complete,,63c0ccbf146cead080ff9b56,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 107.0.0.0,1440x900,1352x743,,Consent,6,Block 3-B,soundCheckPassed,No,response-1,1
3,1673579776819,13/01/2023 03:16:16,1673579776649,-5,12/01/2023 22:16:16,92237,23,questionnaire-7e5k,,26357820,BLIND,7780744,,complete,,63c0ccbf146cead080ff9b56,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 107.0.0.0,1440x900,1352x743,,Consent,6,Block 3-B,soundCheckPassed,No,END QUESTIONNAIRE,8836
1,1673575814838,13/01/2023 02:10:14,1673575814670,-5,12/01/2023 21:10:14,92237,23,questionnaire-7e5k,,26357531,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Consent,6,Block 4-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673575834530,13/01/2023 02:10:34,1673575834359,-5,12/01/2023 21:10:34,92237,23,questionnaire-7e5k,,26357531,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Consent,6,Block 4-B,soundCheckPassed,No,response-1,1
3,1673575834698,13/01/2023 02:10:34,1673575834360,-5,12/01/2023 21:10:34,92237,23,questionnaire-7e5k,,26357531,BLIND,7780688,,complete,,63c0bd380744f07b22a56386,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1440x789,,Consent,6,Block 4-B,soundCheckPassed,No,END QUESTIONNAIRE,19690
1,1673575056134,13/01/2023 01:57:36,1673575055689,-8,12/01/2023 17:57:35,92237,23,questionnaire-7e5k,,26357451,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x548,,Consent,6,Block 7-B,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673575060529,13/01/2023 01:57:40,1673575060049,-8,12/01/2023 17:57:40,92237,23,questionnaire-7e5k,,26357451,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x548,,Consent,6,Block 7-B,soundCheckPassed,No,response-1,1
3,1673575061049,13/01/2023 01:57:41,1673575060052,-8,12/01/2023 17:57:40,92237,23,questionnaire-7e5k,,26357451,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x548,,Consent,6,Block 7-B,soundCheckPassed,No,END QUESTIONNAIRE,4363
1,1673574453499,13/01/2023 01:47:33,1673574455589,-6,12/01/2023 19:47:35,92237,23,questionnaire-7e5k,,26357378,BLIND,7780655,,complete,,63c0b820b5317527898f7a51,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x746,,Consent,6,Block 5-A,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1673574470399,13/01/2023 01:47:50,1673574472527,-6,12/01/2023 19:47:52,92237,23,questionnaire-7e5k,,26357378,BLIND,7780655,,complete,,63c0b820b5317527898f7a51,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x746,,Consent,6,Block 5-A,soundCheckPassed,No,response-1,1
3,1673574470541,13/01/2023 01:47:50,1673574472529,-6,12/01/2023 19:47:52,92237,23,questionnaire-7e5k,,26357378,BLIND,7780655,,complete,,63c0b820b5317527898f7a51,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x746,,Consent,6,Block 5-A,soundCheckPassed,No,END QUESTIONNAIRE,16940
END OF FILE
