Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,progress,progress_quiet,group,block,subject,gender,word,token_num
1,1669951985594,02/12/2022 03:33:05,1669951986464,-7,01/12/2022 20:33:06,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1669951987138,02/12/2022 03:33:07,1669951988044,-7,01/12/2022 20:33:08,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,1,1,1,Screen 1,advancementZone,continue_button,1529,,,,,0,1,0,,,,,,Start Screen,,,,,,,p,,,,
3,1669951987458,02/12/2022 03:33:07,1669951988382,-7,01/12/2022 20:33:08,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,47,1,1,Screen 2,fixation,fixation,350.0069999999996,,,,,0,1,0,,,,,1,Trial (Noise),e_subj77_m_beta_232.wav,Babble_094.wav,e,1,,1-B,noise,subj77,m,beta,232
4,1669951987639,02/12/2022 03:33:07,1669951988401,-7,01/12/2022 20:33:08,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,47,1,2,Screen 1,Zone6,content_web_audio,3.099999999627471,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj77_m_beta_232.wav,Babble_094.wav,e,1,,1-B,noise,subj77,m,beta,232
5,1669951987639,02/12/2022 03:33:07,1669951988402,-7,01/12/2022 20:33:08,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,47,1,2,Screen 1,Zone8,content_web_audio,3.900000000372529,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj77_m_beta_232.wav,Babble_094.wav,e,1,,1-B,noise,subj77,m,beta,232
6,1669951987639,02/12/2022 03:33:07,1669951988403,-7,01/12/2022 20:33:08,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,47,1,2,Screen 1,Zone7,content_web_audio,4.7999999998137355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj77_m_beta_232.wav,Babble_094.wav,e,1,,1-B,noise,subj77,m,beta,232
7,1669951989810,02/12/2022 03:33:09,1669951990699,-7,01/12/2022 20:33:10,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,47,1,2,Screen 1,Zone5,response_button_text,2299.5999999996275,,,e,1,1,0,0,,,,,1,Trial (Noise),e_subj77_m_beta_232.wav,Babble_094.wav,e,1,,1-B,noise,subj77,m,beta,232
8,1669951990112,02/12/2022 03:33:10,1669951991033,-7,01/12/2022 20:33:11,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,97,2,1,Screen 2,fixation,fixation,350.0069999999996,,,,,0,1,0,,,,,1,Trial (Noise),i_subj18_f_pico_242.wav,Babble_004.wav,i,1,,1-B,noise,subj18,f,pico,242
9,1669951990286,02/12/2022 03:33:10,1669951991054,-7,01/12/2022 20:33:11,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,97,2,2,Screen 1,Zone6,content_web_audio,1.6000000005587935,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),i_subj18_f_pico_242.wav,Babble_004.wav,i,1,,1-B,noise,subj18,f,pico,242
10,1669951990286,02/12/2022 03:33:10,1669951991054,-7,01/12/2022 20:33:11,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,97,2,2,Screen 1,Zone8,content_web_audio,2.400000000372529,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),i_subj18_f_pico_242.wav,Babble_004.wav,i,1,,1-B,noise,subj18,f,pico,242
11,1669951990286,02/12/2022 03:33:10,1669951991055,-7,01/12/2022 20:33:11,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,97,2,2,Screen 1,Zone7,content_web_audio,3.300000000745058,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),i_subj18_f_pico_242.wav,Babble_004.wav,i,1,,1-B,noise,subj18,f,pico,242
12,1669951991982,02/12/2022 03:33:11,1669951992901,-7,01/12/2022 20:33:12,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,97,2,2,Screen 1,Zone4,response_button_text,1847.6000000005588,,,i,1,1,0,0,,,,,1,Trial (Noise),i_subj18_f_pico_242.wav,Babble_004.wav,i,1,,1-B,noise,subj18,f,pico,242
13,1669951992340,02/12/2022 03:33:12,1669951993250,-7,01/12/2022 20:33:13,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,150,3,1,Screen 2,fixation,fixation,350.0070000000005,,,,,0,1,0,,,,,1,Trial (Noise),o_subj29_m_toque_184.wav,Babble_181.wav,o,1,,1-B,noise,subj29,m,toque,184
14,1669951992522,02/12/2022 03:33:12,1669951993270,-7,01/12/2022 20:33:13,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,150,3,2,Screen 1,Zone6,content_web_audio,1.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),o_subj29_m_toque_184.wav,Babble_181.wav,o,1,,1-B,noise,subj29,m,toque,184
15,1669951992522,02/12/2022 03:33:12,1669951993271,-7,01/12/2022 20:33:13,92237,21,task-2wsk,,25622375,BLIND,7588866,,complete,,6389714868b6051529c318a9,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 107.0.0.0,1440x900,1440x722,,Audio Naming Task,26,Block 1-B,soundCheckPassed,1-B,1-B,150,3,2,Screen 1,Zone8,content_web_audio,2.2000000001862645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),o_subj29_m_toque_184.wav,Babble_181.wav,o,1,,1-B,noise,subj29,m,toque,184
